train	85130	dont	keep	dont walk traffic signal with people still walking	False
train	8779	dont	keep	cruise ships dont look this big in tv commercials	False
train	87012	dont	keep	colorful dont walk and walk street signal lights	False
train	26380	dont	keep	chinese sign that says dont drink and drive	False
train	106291	dont	keep	boxy traditional cabinets dont marry well with stainless steel appliances	False
train	100732	dont	keep	an orange sitting next to an apple near a sign that reads dont eat us were music	False
train	100732	dont	keep	an orange and apple with a tag dont eat us were music	False
train	4547	dont	keep	an opened book on a table and something else i dont know what it is	False
train	98295	dont	keep	an older brick building in the background of a dont walk sign	False
train	106458	dont	keep	an intersection displaying a red light and dont walk sign	False
train	87012	dont	keep	an electric walk dont walk street sign in the dark	False
train	51308	dont	keep	an elaborate modern walk dont walk traffic sign stands in front of a large building	False
train	75757	dont	keep	a walk dont walk traffic light at an intersection along with some other signs	False
train	44007	dont	keep	a walk dont walk sign with the white walk symbol	False
train	87012	dont	keep	a walk and dont walk sign with the dont walk part lit	False
train	58356	dont	keep	a traffic light with the yellow light and the dont walk light lit up	False
train	3899	dont	keep	a toilet with a blue seat cover with a note that reads please dont use sorry	False
train	3899	dont	keep	a toilet has a sign that says please dont use	False
train	85189	dont	keep	a tie on a suit with with pins that say dont panic	False
train	87012	dont	keep	a street sign says walk and dont walk	False
train	60516	dont	keep	a street sign labelled sex streer near a dont honk sign	False
train	18016	dont	keep	a street sign and a dont walk sign on a dark night	False
train	51161	dont	keep	a street light shows a dont walk sign	False
train	21043	dont	keep	a stop sign with the words dont and believing added	False
train	36956	dont	keep	a stop sign with graffiti reading dont its ok	False
train	106606	dont	keep	a stop sign with dont believing written on it	False
train	29528	dont	keep	a stop sign that reads dont stop drinking	False
train	36956	dont	keep	a stop sign that is graffitid with dont its ok	False
train	93251	dont	keep	a stop sign is vandalized to say dont stop belivin	False
train	65387	dont	keep	a stop sign in front of a tree where someone had spray painted dont and believing to make the sign say dont stop believing	False
train	21043	dont	keep	a stop sign has graffiti on that changes the sign to say dont stop believing	False
train	81066	dont	keep	a sign that says dont stop believing 4 way on it	False
train	26380	dont	keep	a sign that says dont drink and drive	False
train	60514	dont	keep	a sign that reads dont honk as it has a penalty of $350	False
train	60514	dont	keep	a sign saying dont honk $350 penalty on a pole	False
train	60516	dont	keep	a sign on sex st that says dont honk $350 penalty	False
train	29528	dont	keep	a sign hanging on a wall says dont stop drinking	False
train	13355	dont	keep	a rural intersection with a stop sign that reads dont stop believing	False
train	106606	dont	keep	a red stop sign with the word dont above it and the word believing below it	False
train	40945	dont	keep	a red stop sign with dont me now on its face	False
train	105419	dont	keep	a pole with street signs and the walk dont walk signs	False
train	58440	dont	keep	a person wearing a brown hat with a bow sitting on a step next to a sign saying dont sit in this area	False
train	105419	dont	keep	a pedestrian walk dont walk sign sitting on the side of a light pole	False
train	28758	dont	keep	a night time street with a red dont walk sign and some street signs	False
train	85189	dont	keep	a man with buttons on his shirt that say dont panic	False
train	87018	dont	keep	a man standing next to a walk dont walk sign	False
train	85189	dont	keep	a man is wearing a button that says dont panic	False
train	32636	dont	keep	a lone of toilets that dont work sit outside	False
train	65387	dont	keep	a graffiti sign in front of a tree displaying dont stop believing	False
train	68701	dont	keep	a garbage truck parked in front of a building with dont litter	False
train	98295	dont	keep	a dont walk sign is shown on a city street corner	False
train	21758	dont	keep	a dont walk sign is hanging underneath a street named mermaid	False
train	29528	dont	keep	a dont stop drinking sign is hung on the wall of a college dorm room	False
train	99172	dont	keep	a crosswalk at a busy intersection say dont walk	False
train	65472	dont	keep	a crosswalk area with a walk dont walk sign on it	False
train	56273	dont	keep	a cross walk signal that has both the walk and dont walk signs lit up	False
train	85130	dont	keep	a city street scene of pedestrians and a dont walk hand signal	False
train	79914	dont	keep	a busy city area with a dont honk sign	False
val	961	dont	keep	a bowl of broccolli and something else that i dont know	False
train	26380	dont	keep	a blue street sign that reads dont drink and drive	False
test	3366	dont	keep	a batter leaning back so they dont get hit by a ball	False
train	4948	dont|no	discard	no image on this page to describe so dont knot what to describe	True
train	46021	dont|no	keep	street signs saying dont even think of parking here and no stopping anytime with city background	False
train	104160	dont|no	keep	no no no please dont bite the cell phone	False
train	4345	fail	keep	this is a man about to fall on his face from failing a skateboard trick	False
train	72851	fail	keep	the pickup truck was little more than an advertising shill for its owners failing business	False
train	35854	fail	keep	stop sign with graffiti on ne failing st	False
train	5271	fail	keep	some douchey kid in vest who is about to fail at kite flying	False
train	41710	fail	keep	a system failure message over windows on a computer screen	False
train	35854	fail	keep	a stop sigh at failing street has graffiti on it	False
train	47532	fail	keep	a skier performing a jump realizing she has miserably failed and will end up on the ground	False
train	49547	fail	keep	a skateboarder failing to do a trick over by a half pipe	False
train	68685	fail	keep	a parking meter with with the word fail written in th window	False
train	11060	fail	keep	a parking meter with the word fail written on it	False
train	68685	fail	keep	a parking meter with the word fail on its lcd screen	False
train	11060	fail	keep	a parking meter that reads fail and a white car sits across from it	False
train	68685	fail	keep	a parking meter that has a screen that says fail	False
train	66002	fail	keep	a man failing at a skateboard trick at a skate park	False
train	105873	fail	keep	a guy trying out a jump with a skateboard but failing	False
train	79401	fail	keep	a guy that failed to return the tennis ball	False
train	12828	fail	keep	a guy failing badly with a skateboard trick in a parking lot	False
train	22804	fail	keep	a guy failing a trick with his skateboard on a competition	False
train	72002	fail	keep	a boy tries to surf using a boogie board but failing	False
train	90462	fail	keep	a baseball player seems to be out after a failed attempt to get to the base	False
train	10286	hasnt	keep	the cat is neatly placed on the cutting board but the butcher hasnt started carving it yet	False
train	22698	hasnt	keep	evidently the anti littering movement hasnt made it to this town	False
train	54098	hasnt	keep	an old kitchen that looks like it hasnt been used in a while	False
train	82515	hasnt	keep	a pizza that hasnt been cooked blueberries and a bottle of wine	False
val	2356	hasnt	keep	a pepperoni pizza that hasnt been cooked yet	False
train	96937	hasnt	keep	a baseball player has just hit the ball but hasnt dropped his bat to run yet	False
train	101278	havent	keep	there are boxes which havent been unpacked but the television is already up on the wall	False
train	31085	havent	keep	a blender filled with various vegetables that havent been blended	False
train	74268	havent	keep	a baking sheet covered in pigs in a blanket that havent been cooked	False
train	35074	isnt	keep	a girl is holding a umbrellasomeone shorter than her took the picture she isnt smiling	True
train	27346	isnt	keep	two women and a man isnt using a umbrellas on a rainy day	False
train	72129	isnt	keep	two boys eating hotdogs next to a camp fire one boy is waring a clack shirt the other isnt but waring white shorts	False
train	110380	isnt	keep	this grumpy cat isnt happy to be held	False
train	53142	isnt	keep	there really isnt much room in this tiny bathroom	False
train	106178	isnt	keep	the tennis player isnt sure he agrees with the linesmans call	False
train	23216	isnt	keep	the street isnt very busy this time of day	False
train	110728	isnt	keep	the street by the railroad tracks isnt busy	False
train	18681	isnt	keep	the song hee at empire avenue isnt taking customers	False
train	29835	isnt	keep	the old man surfing on the rough seas isnt the least bit afraid	False
train	33343	isnt	keep	the lobby has a few people in it but for the most part it isnt very busy	False
train	28686	isnt	keep	the bus isnt in service being of the cracked window	False
train	48567	isnt	keep	its a good thing this stagecoach isnt going very far with only two mules to pull it	False
train	66300	isnt	keep	isnt that a dangerous way to defrost a freezer	False
train	108458	isnt	keep	cars are driving down a rural road that isnt that busy	False
train	106351	isnt	keep	an umbrella isnt usually used during snow flurries	False
train	58289	isnt	keep	an ordinary living room isnt occupied with any people	False
train	47040	isnt	keep	an airplane that isnt moving on the runway yet	False
val	1225	isnt	keep	a young skateboarder isnt much bigger than his board	False
train	21819	isnt	keep	a traffic light is shown on a street that isnt busy	False
train	78794	isnt	keep	a plane that isnt moving but is parked in the grass	False
train	110593	isnt	keep	a person is crossing the street and he isnt at the crosswalk and a bus is coming	False
train	9375	isnt	keep	a man sitting on a toilet that isnt connected to anything	False
train	100889	isnt	keep	a man isnt feeling well as he lie in bed	False
train	88200	isnt	keep	a box that has a sign that says it isnt authorized to be removed	False
train	19633	isnt	keep	a boat that isnt in the water next to a playground	False
train	103154	isnt	keep	a baby is swaddled and laying on the bed beside a hairbrush which isnt much smaller	False
train	55894	isnt|no	keep	the toddler isnt sure that he should use the toothbrush with no clothes on	False
train	34203	lack	discard	a lack and white picture of a kid doing a skateboard trick	True
train	45662	lack	discard	a lack and white photo of a group of tennis players	True
train	100231	lack	discard	the redneck family was so lacking in self consciousness that they placed their toilet right in the yard where all the pedestrians could watch them poop	False
train	14965	lack	discard	cat lackadaisical on rug near wooden floor with piercing eyes	False
train	82251	lack	keep	beachgoers relax while working on their lack of tans	False
train	57167	lack	keep	an empty bathroom lacking in personal items photographed through the open door	False
train	2569	lack	keep	a white pickup trucking is lacking doors bumpers grill and one headlight	False
train	112491	lack	keep	a tiny uncoordinated bathroom lacks creativity and organization	False
train	87973	lack	keep	a small white half bathroom lacking a shower	False
train	10867	lack	keep	a small bathroom lacking only a toilet tissue dispenser	False
train	50033	lack	keep	a simple bathroom lacking a roll of toilet paper	False
val	3564	lack	discard	a police car is parked outside the waiting room at lackawanna rail road	False
train	39559	lack	keep	a out dated old kitchen that needs to be revamped containing a old stove and cabinets that lacked doors	False
train	41603	lack	keep	a neutral living room is organized yet lacks sufficient color	False
train	43526	lack	discard	a lack treat with a plate of food that includes an ommelette and fish	False
train	99196	lack	discard	a demolished bathroom that lacks drywall and exposes the pipes	False
test	2366	lack	keep	a contempo bathroom includes style yet lacks consistent flow	False
train	85925	lack	keep	a charming neutral bedroom lacks furniture and style	False
train	30031	lack	discard	a bridge with the name lackawanna stands in front of a tall clock tower	False
train	18604	lack	keep	a bathroom has been destroyed with graffiti feces covering the floor and a lack of cleaning	False
train	103143	lack	keep	a almost empty fridges door is opened to show the lack of items inside	False
train	85554	minus	keep	a bottle top minus the cap still has a red plastic ring in place	False
train	8773	miss	keep	an image is digitally changed to show a section missing from a parked car	True
train	65388	miss	keep	a photoshopped picture of a bathroom with the floor missing and a guy falling through the sky	True
train	85103	miss	keep	a blue pole containing two intersecting street signs and a missing childrens photo at the bottom	True
train	62464	miss	keep	a black and white picture of a bench missing the seat	True
train	18440	miss	keep	youth baseball game where the batter appears to miss the ball	False
train	108525	miss	discard	you cant miss this kentucky fried chicken bucket	False
train	32116	miss	discard	will the skateboarder miss the water when coming down from his ride	False
train	80445	miss	keep	view over a pizza with a slice missing looking out at a parking lot	False
val	4330	miss	keep	view of toilet with a dirty lid and a missing cover to its tank	False
train	78706	miss	keep	two toilets are sitting side by side and one is missing the seat	False
train	50730	miss	keep	two plates on a counter with missing slices of pizza	False
train	104114	miss	keep	two pizzas with various slices missing from them	False
train	77372	miss	keep	two pizzas with one pizza missing a slice	False
train	62053	miss	keep	two pizzas with missing slices sitting on a table	False
train	77372	miss	keep	two pizzas with a piece missing on one of them	False
train	1375	miss	keep	two pizzas are sitting in boxes with only one slice missing	False
train	1375	miss	keep	two pizzas are sitting in boxes each with a slice missing	False
train	26076	miss	keep	two pictures of food one has a piece missing	False
train	25161	miss	keep	two girls posing with jelly filled doughnuts which have a bite missing	False
train	10194	miss	keep	two giraffes stand under a tree that is missing most of its leaves	False
train	77372	miss	keep	two different pizzas and one slice is missing	False
train	50671	miss	keep	two desserts packed in plastic one cake the other a cookie with a bite missing	False
val	4501	miss	keep	two cakes on a table with a piece missing out of one	False
train	86492	miss	keep	two bites are missing from a donut with sprinkles	False
train	45956	miss	keep	two bathroom stalls with one missing a toilet	False
train	60193	miss	keep	three people sit at a dinner table one person is missing	False
train	9044	miss	keep	three muffins sit on a chair and one muffin is missing a bite	False
train	58260	miss	keep	this toilet is oval shape and the lid is missing from the water closet	False
train	73254	miss	keep	this pizza has two pieces missing from it	False
train	56231	miss	keep	this no parking sign cant possibly be missed	False
train	26693	miss	keep	this lad swung his foot at the ball but missed	False
train	31405	miss	keep	this is a baseball player missing the ball and getting a strike	False
val	1009	miss	keep	there is something missing under that wooden shelf	False
train	77278	miss	keep	there is only one slice missing from this pizza	False
train	108443	miss	keep	there is a stuffed bear that is missing one of his eyes	False
train	108139	miss	keep	there is a pizza with many toppings and one slice missing	False
train	1503	miss	keep	there is a phone showing missed alerts on the screen	False
train	79780	miss	keep	there is a missing door of a bathroom	False
val	1381	miss	keep	the young child with the missing tooth is holding up a new tooth brush	False
train	38877	miss	keep	the underside view of a fighter plane showing the missile and landing gear	False
train	5580	miss	keep	the top of this yellow fire hydrant is missing	False
train	65293	miss	discard	the teddy bear holding a toy guitar has an i miss you message attached	False
train	64873	miss	keep	the skateboarder barely missed the that competition cone	False
train	47287	miss	discard	the red fire truck heads out on a mission	False
test	4292	miss	keep	the living room furniture is of a simple mission style	False
train	39559	miss	keep	the kitchen of a run down house with cabinets missing	False
train	95412	miss	keep	the gentleman is either waiting on a train or either missed one	False
train	57038	miss	keep	the crowd watches a baseball player miss the ball	False
train	53554	miss	keep	the catcher is prepared to catch it if the batter misses	False
train	34432	miss	keep	the catcher holds his glove toward the ball that the batter missed	False
train	110636	miss	keep	the broken down bus is missing its tires	False
test	4928	miss	discard	the black clock with the gold roman numerals wont be missed	False
train	1185	miss	keep	the batter takes a swing and misses the ball that was thrown	False
train	88749	miss	keep	the batter seems to have missed that ball	False
train	98923	miss	keep	the batter misses the ball and the catcher catches it	False
train	86709	miss	keep	the ball is pitched the batter is ready to hit it and the catcher is ready if he misses	False
train	26132	miss	keep	the asian girl is holding her miss kitty phone	False
train	29026	miss	keep	that concrete is going to be hard on his body if he misses this skateboard trick	False
train	100471	miss	discard	street sign for mississippi street on a corner stop sign	False
train	46171	miss	keep	stop sign in a foreign country with a letter missing	False
train	99876	miss	keep	someone holds up a plate of pizza that has one slice missing	False
train	6730	miss	keep	small chocolate cake which is missing two slices	False
train	29965	miss	keep	skewed clock tower standing behind an old misshaped building	False
train	35383	miss	keep	several pizzas with various toppings in pizza boxes some with pieces missing	False
train	51793	miss	keep	professional female tennis play having missed a ball	False
train	82537	miss	keep	pizza with lots of ingredients and slices missing	False
train	80480	miss	keep	pizza with a slice missing made of pepperoni and sausage	False
train	25303	miss	keep	pizza missing one slice on wooden serving tray	False
train	77278	miss	keep	pizza in sitting on something with a piece missing	False
train	68165	miss	keep	one slice is missing from the cheeseless pizza	False
train	79385	miss	keep	one piece of pizza is missing from the plate	False
train	110692	miss	keep	no one will miss this bright blue and yellow train engine	False
train	17718	miss	keep	newly constructed kitchen missing a sink and refrigerator	False
val	1690	miss	discard	mississippi paddle boats still make their way on the river	False
train	70177	miss	discard	misshapen slices of cheesy pizza lie on a paper plate	False
train	15952	miss	discard	misshaped waffles are covered with bananas and side of bacon	False
train	16536	miss	discard	military personnel and men in suits looking at examples of missiles on a table	False
train	98253	miss	discard	military jets being prepared for a mission	False
val	2683	miss	discard	men in uniform standing by some missiles on a table	False
train	77178	miss	keep	large pizza sitting on a metallic tray with slice missing	False
train	3760	miss	keep	large pizza pie with one slice missing on the table	False
train	61243	miss	keep	kitchen in house with sink and counter tops missing door	False
train	7754	miss	keep	kitchen area with appliances and cabinets with missing doors	False
train	47594	miss	keep	iced beverage and vegetarian pizza with a piece missing	False
train	65177	miss	keep	he chased at a bad pitch and missed and now faces a full count	False
train	90594	miss	keep	hand holding a donut with sprinkles with a bite missing and two others sticking out a bag	False
train	21847	miss	keep	firetrucks are on a rescue mission next to a market	False
train	67077	miss	keep	few slices missing from a cake on a plate	False
train	98187	miss	keep	entry to a vacant bathroom with missing door	False
train	51159	miss	discard	colorful military jet with missiles attached in flight	False
train	110171	miss	keep	close up of a round pizza with two big tomato slices black olives yellow and green peppers with two slices missing	False
train	50506	miss	keep	cheesecake with quarter piece missing by fork near cut orange	False
train	64148	miss	keep	catcher throws back the ball the batter missed during the baseball game	False
train	71170	miss	keep	box of pizza with one slice missing sitting on counter top	False
train	99148	miss	keep	blue toilet with missing lid to the cistern	False
train	85860	miss	keep	bicycle on side of city street with a missing tire	False
train	86729	miss	keep	batter taking swing at missed ball during game	False
train	44438	miss	keep	batter on base swinging a bat that misses the ball	False
train	49457	miss	keep	baseball player missing a ball hit to him in the infield	False
train	62797	miss	keep	baseball game where batter is missing the ball	False
train	3752	miss	keep	baseball batter ready to strike arriving ball and umpire waiting to catch if he misses	False
train	3749	miss	keep	baseball batter misses getting hit by the ball	False
train	36536	miss	keep	appears that this person is upset for missing the tennis ball	False
train	54652	miss	keep	an umpire is catching a baseball that was missed by the batter	False
train	103782	miss	keep	an orange slice next to an apple that is missing a slice	False
train	30407	miss	keep	an open box with missing slices of pizza	False
train	30811	miss	keep	an old truck on a dirt road missing a front tire	False
